Model,Dataset,Horizon,SeqLen,MSE,MAE,ExperimentName
DLinear,ETTm2,192,336,0.23572883009910583,0.31527718901634216,long_term_forecast_DLinear_MS2021_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,ETTm2,192,336,0.23513105511665344,0.3166883885860443,long_term_forecast_DLinear_MS2022_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,ETTm2,192,336,0.23227185010910034,0.3129544258117676,long_term_forecast_DLinear_MS2023_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
Informer,ETTm2,192,96,0.8214552998542786,0.7264002561569214,long_term_forecast_Informer_H192_ETTm2_192_Informer_ETTm2_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,ETTm2,192,336,0.3558296859264374,0.3335564136505127,long_term_forecast_BERTOnly_H192_ETTm2_192_PatchFusionBERT_BERTOnly_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm2,192,336,0.23469436168670654,0.29971960186958313,long_term_forecast_PFB_v0_H192_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,ETTm2,192,336,0.23469436168670654,0.29971960186958313,long_term_forecast_PFB_v0_CALIBRATE_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_calibration_pfb_ettm2_0
PatchFusionBERT_v0,ETTm2,192,336,0.23469436168670654,0.29971960186958313,long_term_forecast_PFB_v0_MS2021_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,ETTm2,192,336,0.22495286166667938,0.29586270451545715,long_term_forecast_PFB_v0_MS2022_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,ETTm2,192,336,0.22631341218948364,0.29649966955184937,long_term_forecast_PFB_v0_MS2023_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v2,ETTm2,192,336,0.23469646275043488,0.30013155937194824,long_term_forecast_PFB_v2_H192_ETTm2_192_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTm2,192,336,0.23469646275043488,0.30013155937194824,long_term_forecast_ETTm2_336_192_MS2021_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm2,192,336,0.23301734030246735,0.2987436056137085,long_term_forecast_ETTm2_336_192_MS2022_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,ETTm2,192,336,0.22768576443195343,0.29435989260673523,long_term_forecast_ETTm2_336_192_MS2023_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,ETTm2,192,336,0.22819937765598297,0.30184659361839294,long_term_forecast_PatchTST_H192_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm2,192,336,0.22819937765598297,0.30184659361839294,long_term_forecast_PatchTST_MS2021_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,ETTm2,192,336,0.23605971038341522,0.3067418038845062,long_term_forecast_PatchTST_MS2022_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,ETTm2,192,336,0.24005122482776642,0.3122117519378662,long_term_forecast_PatchTST_MS2023_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
TiDE,ETTm2,192,336,0.2241380214691162,0.29645276069641113,long_term_forecast_TiDE_H192_ETTm2_192_TiDE_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm2,192,336,0.23107779026031494,0.2986055016517639,long_term_forecast_TimeXer_H192_ETTm2_192_TimeXer_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Transformer,ETTm2,192,96,1.2392427921295166,0.835335910320282,long_term_forecast_Transformer_H192_ETTm2_192_Transformer_ETTm2_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm2,192,336,0.24749721586704254,0.3139020800590515,long_term_forecast_iTransformer_H192_ETTm2_192_iTransformer_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,336,336,0.3009934723377228,0.3633274435997009,long_term_forecast_DLinear_H336_ETTm2_192_DLinear_ETTm2_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,ETTm2,336,336,0.3044562041759491,0.3659506142139435,long_term_forecast_DLinear_ETTm2_H336_seed2021_DLinear_ETTm2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm2,336,336,0.30131667852401733,0.3626420795917511,long_term_forecast_DLinear_ETTm2_H336_seed2022_DLinear_ETTm2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,ETTm2,336,336,0.3173547387123108,0.37733176350593567,long_term_forecast_DLinear_ETTm2_H336_seed2023_DLinear_ETTm2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,ETTm2,336,336,3.2361109256744385,1.40924870967865,long_term_forecast_ETTm2_336_336_Informer_ETTm2_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,ETTm2,336,336,0.3516416549682617,0.3691440522670746,long_term_forecast_BERTOnly_H336_ETTm2_192_PatchFusionBERT_BERTOnly_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,ETTm2,336,336,0.273871511220932,0.32909080386161804,long_term_forecast_PFB_v0_H336_ETTm2_192_PatchFusionBERT_v0_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,ETTm2,336,336,0.301374614238739,0.3496493399143219,long_term_forecast_PFB_v2_H336_ETTm2_192_PatchFusionBERT_v2_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchTST,ETTm2,336,336,0.2934870719909668,0.34565988183021545,long_term_forecast_PatchTST_H336_ETTm2_192_PatchTST_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,ETTm2,336,336,0.29022347927093506,0.34257543087005615,long_term_forecast_PatchTST_ETTm2_H336_seed2021_PatchTST_ETTm2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm2,336,336,0.2988978326320648,0.350359171628952,long_term_forecast_PatchTST_ETTm2_H336_seed2022_PatchTST_ETTm2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,ETTm2,336,336,0.30045896768569946,0.34565818309783936,long_term_forecast_PatchTST_ETTm2_H336_seed2023_PatchTST_ETTm2_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,ETTm2,336,336,0.27799898386001587,0.3314071595668793,long_term_forecast_TiDE_H336_ETTm2_192_TiDE_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,ETTm2,336,336,0.28701043128967285,0.33514490723609924,long_term_forecast_TimeXer_H336_ETTm2_192_TimeXer_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,ETTm2,336,336,0.302023708820343,0.34835508465766907,long_term_forecast_iTransformer_H336_ETTm2_192_iTransformer_ETTm2_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Exchange,96,336,0.09898416697978973,0.2350185662508011,long_term_forecast_DLinear_Exchange_H96_seed2021_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Exchange,96,336,0.09821125864982605,0.23211584985256195,long_term_forecast_DLinear_Exchange_H96_seed2022_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Exchange,96,336,0.10160364955663681,0.23788900673389435,long_term_forecast_DLinear_Exchange_H96_seed2023_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,Exchange,96,336,1.3821810483932495,0.9345704317092896,long_term_forecast_Exchange_336_96_Informer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Exchange,96,336,0.36830762028694153,0.4205375611782074,long_term_forecast_Exchange_336_96_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Exchange,96,336,0.0996708944439888,0.2224004715681076,long_term_forecast_Exchange_336_96_PatchFusionBERT_v0_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Exchange,96,336,0.0996708944439888,0.2224004715681076,long_term_forecast_Exchange_336_96_PatchFusionBERT_v0_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Exchange,96,336,0.09912604093551636,0.22088703513145447,long_term_forecast_Exchange_336_96_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Exchange,96,336,0.09912604093551636,0.22088703513145447,long_term_forecast_Exchange_336_96_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,Exchange,96,336,0.09176032990217209,0.2156040370464325,long_term_forecast_PatchTST_Exchange_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Exchange,96,336,0.09038432687520981,0.21523194015026093,long_term_forecast_PatchTST_Exchange_H96_seed2022_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Exchange,96,336,0.09500519186258316,0.21882466971874237,long_term_forecast_PatchTST_Exchange_H96_seed2023_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,Exchange,96,336,0.09867814183235168,0.22281943261623383,long_term_forecast_Exchange_336_96_TiDE_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Exchange,96,336,0.09867814183235168,0.22281943261623383,long_term_forecast_Exchange_336_96_TiDE_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Exchange,96,336,0.10502293705940247,0.22594010829925537,long_term_forecast_Exchange_336_96_TimeXer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Exchange,96,336,0.10502293705940247,0.22594010829925537,long_term_forecast_Exchange_336_96_TimeXer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Exchange,96,336,0.09487347304821014,0.2210373878479004,long_term_forecast_Exchange_336_96_iTransformer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Exchange,96,336,0.09487347304821014,0.2210373878479004,long_term_forecast_Exchange_336_96_iTransformer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
Autoformer,Exchange,192,96,0.8180429935455322,0.6710644364356995,long_term_forecast_Autoformer_H192_Exchange_192_Autoformer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Exchange,192,336,0.1866598129272461,0.3224077522754669,long_term_forecast_DLinear_H192_Exchange_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Exchange,192,336,0.1866598129272461,0.3224077522754669,long_term_forecast_DLinear_MS2021_Exchange_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,Exchange,192,336,0.17912432551383972,0.3164568543434143,long_term_forecast_DLinear_MS2022_Exchange_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,Exchange,192,336,0.17259159684181213,0.31292638182640076,long_term_forecast_DLinear_MS2023_Exchange_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
Informer,Exchange,192,96,1.2316521406173706,0.8899839520454407,long_term_forecast_Informer_H192_Exchange_192_Informer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,Exchange,192,336,0.5349360108375549,0.5257605910301208,long_term_forecast_BERTOnly_H192_Exchange_192_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,Exchange,192,336,0.21839313209056854,0.3339884579181671,long_term_forecast_PFB_v0_H192_Exchange_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,Exchange,192,336,0.21839313209056854,0.3339884579181671,long_term_forecast_PFB_v0_MS2021_Exchange_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,Exchange,192,336,0.22336015105247498,0.3369351923465729,long_term_forecast_PFB_v0_MS2022_Exchange_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,Exchange,192,336,0.2249576598405838,0.3423041105270386,long_term_forecast_PFB_v0_MS2023_Exchange_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v2,Exchange,192,336,0.18779796361923218,0.31083133816719055,long_term_forecast_PFB_v2_H192_Exchange_192_PatchFusionBERT_v2_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Exchange,192,336,0.18779796361923218,0.31083133816719055,long_term_forecast_Exchange_336_192_MS2021_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Exchange,192,336,0.19074159860610962,0.31365346908569336,long_term_forecast_Exchange_336_192_MS2022_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Exchange,192,336,0.2088266909122467,0.3289877772331238,long_term_forecast_Exchange_336_192_MS2023_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchTST,Exchange,192,336,0.19131074845790863,0.3182152509689331,long_term_forecast_PatchTST_H192_Exchange_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Exchange,192,336,0.19131074845790863,0.3182152509689331,long_term_forecast_PatchTST_MS2021_Exchange_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,Exchange,192,336,0.18448375165462494,0.3112223148345947,long_term_forecast_PatchTST_MS2022_Exchange_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,Exchange,192,336,0.19536633789539337,0.31973356008529663,long_term_forecast_PatchTST_MS2023_Exchange_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
TiDE,Exchange,192,336,0.19253845512866974,0.3143446445465088,long_term_forecast_TiDE_H192_Exchange_192_TiDE_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Exchange,192,336,0.1911032795906067,0.3124316334724426,long_term_forecast_TimeXer_H192_Exchange_192_TimeXer_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Transformer,Exchange,192,96,1.1101616621017456,0.8038128018379211,long_term_forecast_Transformer_H192_Exchange_192_Transformer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Exchange,192,336,0.21383392810821533,0.3358319103717804,long_term_forecast_iTransformer_H192_Exchange_192_iTransformer_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Exchange,336,336,0.37444931268692017,0.4680686295032501,long_term_forecast_DLinear_H336_Exchange_192_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Exchange,336,336,0.38029518723487854,0.47412627935409546,long_term_forecast_DLinear_Exchange_H336_seed2021_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Exchange,336,336,0.3756011128425598,0.4690621793270111,long_term_forecast_DLinear_Exchange_H336_seed2022_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Exchange,336,336,0.36579471826553345,0.46359437704086304,long_term_forecast_DLinear_Exchange_H336_seed2023_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,Exchange,336,336,1.8786983489990234,1.081680178642273,long_term_forecast_Exchange_336_336_Informer_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Exchange,336,336,0.846116840839386,0.6955034732818604,long_term_forecast_BERTOnly_H336_Exchange_192_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,Exchange,336,336,0.3533194661140442,0.4340231716632843,long_term_forecast_PFB_v0_H336_Exchange_192_PatchFusionBERT_v0_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Exchange,336,336,0.33808934688568115,0.4222877323627472,long_term_forecast_PFB_v2_H336_Exchange_192_PatchFusionBERT_v2_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchTST,Exchange,336,336,0.3138968348503113,0.409212589263916,long_term_forecast_PatchTST_H336_Exchange_192_PatchTST_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Exchange,336,336,0.36945033073425293,0.4428611397743225,long_term_forecast_PatchTST_Exchange_H336_seed2021_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Exchange,336,336,0.3584979474544525,0.4402087926864624,long_term_forecast_PatchTST_Exchange_H336_seed2022_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Exchange,336,336,0.3644792437553406,0.44053930044174194,long_term_forecast_PatchTST_Exchange_H336_seed2023_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,Exchange,336,336,0.3422324061393738,0.4260905981063843,long_term_forecast_TiDE_H336_Exchange_192_TiDE_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Exchange,336,336,0.3792371153831482,0.44857507944107056,long_term_forecast_TimeXer_H336_Exchange_192_TimeXer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Exchange,336,336,0.3749725818634033,0.4523133635520935,long_term_forecast_iTransformer_H336_Exchange_192_iTransformer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Illness,24,104,3.2126238346099854,1.2708706855773926,long_term_forecast_DLinear_MS2021_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,3.2126238346099854,1.2708706855773926,long_term_forecast_DLinear_MS2021_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,3.214975118637085,1.2712856531143188,long_term_forecast_DLinear_MS2022_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,3.214975118637085,1.2712856531143188,long_term_forecast_DLinear_MS2022_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,3.235229730606079,1.2726659774780273,long_term_forecast_DLinear_MS2023_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,3.235229730606079,1.2726659774780273,long_term_forecast_DLinear_MS2023_Illness_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
DLinear,Illness,24,104,2.174182176589966,1.0147919654846191,long_term_forecast_Illness_104_24_DLinear_custom_ftM_sl104_ll18_pl24_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Illness,24,104,3.6350977420806885,1.2597814798355103,long_term_forecast_Illness_104_24_PatchFusionBERT_BERTOnly_custom_ftM_sl104_ll18_pl24_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
