Model,Dataset,Horizon,SeqLen,MSE,MAE,ExperimentName
PatchFusionBERT_v2,Illness,60,336,2.947985887527466,1.158511757850647,long_term_forecast_Illness_336_60_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,60,104,2.0633487701416016,0.9544411301612854,long_term_forecast_Illness_104_60_MS2021_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,60,104,2.0614452362060547,0.9463651776313782,long_term_forecast_Illness_104_60_MS2022_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Illness,60,104,2.0908396244049072,0.9558510184288025,long_term_forecast_Illness_104_60_MS2023_PatchFusionBERT_v2_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,Illness,60,104,1.9808322191238403,0.9324859976768494,long_term_forecast_PatchTST_MS2021_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,1.9808322191238403,0.9324859976768494,long_term_forecast_PatchTST_MS2021_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,2.019444465637207,0.9269824624061584,long_term_forecast_PatchTST_MS2022_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,2.019444465637207,0.9269824624061584,long_term_forecast_PatchTST_MS2022_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,2.000309944152832,0.9254428148269653,long_term_forecast_PatchTST_MS2023_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,2.000309944152832,0.9254428148269653,long_term_forecast_PatchTST_MS2023_Illness_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_illness_horizons_0
PatchTST,Illness,60,104,2.108964204788208,0.9998762011528015,long_term_forecast_Illness_104_60_PatchTST_custom_ftM_sl104_ll18_pl60_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Illness,60,336,3.8371379375457764,1.3567007780075073,long_term_forecast_Illness_336_60_TiDE_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Illness,60,336,3.8371379375457764,1.3567007780075073,long_term_forecast_Illness_336_60_TiDE_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Illness,60,336,2.8439764976501465,1.120896339416504,long_term_forecast_Illness_336_60_TimeXer_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Illness,60,336,2.8439764976501465,1.120896339416504,long_term_forecast_Illness_336_60_TimeXer_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Illness,60,336,2.4974355697631836,1.0960607528686523,long_term_forecast_Illness_336_60_iTransformer_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Illness,60,336,2.4974355697631836,1.0960607528686523,long_term_forecast_Illness_336_60_iTransformer_custom_ftM_sl336_ll48_pl60_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
DLinear,Weather,96,336,0.17428497970104218,0.23393653333187103,long_term_forecast_DLinear_Weather_H96_seed2021_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Weather,96,336,0.1744210124015808,0.23563562333583832,long_term_forecast_DLinear_Weather_H96_seed2022_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Weather,96,336,0.1749139130115509,0.23687785863876343,long_term_forecast_DLinear_Weather_H96_seed2023_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,Weather,96,336,0.22859185934066772,0.3078292906284332,long_term_forecast_Weather_336_96_Informer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Weather,96,336,0.15249311923980713,0.21321043372154236,long_term_forecast_Weather_336_96_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Weather,96,336,0.14963053166866302,0.20069509744644165,long_term_forecast_Weather_336_96_PatchFusionBERT_v0_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v0,Weather,96,336,0.14963053166866302,0.20069509744644165,long_term_forecast_Weather_336_96_PatchFusionBERT_v0_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Weather,96,336,0.15218985080718994,0.20004336535930634,long_term_forecast_Weather_336_96_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Weather,96,336,0.15218985080718994,0.20004336535930634,long_term_forecast_Weather_336_96_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchTST,Weather,96,336,0.15260770916938782,0.20186977088451385,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Weather,96,336,0.14989890158176422,0.198434978723526,long_term_forecast_PatchTST_Weather_H96_seed2022_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Weather,96,336,0.15038460493087769,0.19974654912948608,long_term_forecast_PatchTST_Weather_H96_seed2023_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,Weather,96,336,0.1764494776725769,0.22673383355140686,long_term_forecast_Weather_336_96_TiDE_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TiDE,Weather,96,336,0.1764494776725769,0.22673383355140686,long_term_forecast_Weather_336_96_TiDE_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Weather,96,336,0.15075835585594177,0.20243953168392181,long_term_forecast_Weather_336_96_TimeXer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
TimeXer,Weather,96,336,0.15075835585594177,0.20243953168392181,long_term_forecast_Weather_336_96_TimeXer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Weather,96,336,0.16030412912368774,0.2096083164215088,long_term_forecast_Weather_336_96_iTransformer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
iTransformer,Weather,96,336,0.16030412912368774,0.2096083164215088,long_term_forecast_Weather_336_96_iTransformer_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
Autoformer,Weather,192,96,0.33134135603904724,0.38004639744758606,long_term_forecast_Autoformer_H192_Weather_192_Autoformer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Weather,192,336,0.21812552213668823,0.2787924110889435,long_term_forecast_DLinear_H192_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Weather,192,336,0.21812552213668823,0.2787924110889435,long_term_forecast_DLinear_MS2021_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,Weather,192,336,0.21951532363891602,0.2812313139438629,long_term_forecast_DLinear_MS2022_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
DLinear,Weather,192,336,0.215084046125412,0.2719649374485016,long_term_forecast_DLinear_MS2023_Weather_192_DLinear_custom_ftM_sl336_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
Informer,Weather,192,96,0.41508984565734863,0.44574084877967834,long_term_forecast_Informer_H192_Weather_192_Informer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchFusionBERT_BERTOnly,Weather,192,336,0.1975013017654419,0.26578545570373535,long_term_forecast_BERTOnly_H192_Weather_192_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,Weather,192,336,0.19359125196933746,0.2387375384569168,long_term_forecast_PFB_v0_H192_Weather_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v0,Weather,192,336,0.19359125196933746,0.2387375384569168,long_term_forecast_PFB_v0_MS2021_Weather_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,Weather,192,336,0.1957530528306961,0.2436838448047638,long_term_forecast_PFB_v0_MS2022_Weather_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v0,Weather,192,336,0.1937863826751709,0.24014762043952942,long_term_forecast_PFB_v0_MS2023_Weather_192_PatchFusionBERT_v0_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchFusionBERT_v2,Weather,192,336,0.19377729296684265,0.2393629103899002,long_term_forecast_PFB_v2_H192_Weather_192_PatchFusionBERT_v2_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Weather,192,336,0.1938382387161255,0.23947621881961823,long_term_forecast_Weather_336_192_MS2021_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Weather,192,336,0.1941380500793457,0.24217769503593445,long_term_forecast_Weather_336_192_MS2022_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_v2,Weather,192,336,0.1933591663837433,0.24002809822559357,long_term_forecast_Weather_336_192_MS2023_PatchFusionBERT_v2_custom_ftM_sl336_ll48_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_Exp_0
PatchTST,Weather,192,336,0.19619545340538025,0.24292491376399994,long_term_forecast_PatchTST_H192_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Weather,192,336,0.19619545340538025,0.24292491376399994,long_term_forecast_PatchTST_MS2021_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,Weather,192,336,0.19723789393901825,0.24320942163467407,long_term_forecast_PatchTST_MS2022_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
PatchTST,Weather,192,336,0.19636042416095734,0.2431197613477707,long_term_forecast_PatchTST_MS2023_Weather_192_PatchTST_custom_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_multiseed_h192_0
TiDE,Weather,192,336,0.21849246323108673,0.2611735761165619,long_term_forecast_TiDE_H192_Weather_192_TiDE_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Weather,192,336,0.19421760737895966,0.24091146886348724,long_term_forecast_TimeXer_H192_Weather_192_TimeXer_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
Transformer,Weather,192,96,0.42565295100212097,0.44341960549354553,long_term_forecast_Transformer_H192_Weather_192_Transformer_custom_ftM_sl96_ll96_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Weather,192,336,0.2030709832906723,0.24867387115955353,long_term_forecast_iTransformer_H192_Weather_192_iTransformer_custom_ftM_sl336_ll96_pl192_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Weather,336,336,0.26241376996040344,0.3148132264614105,long_term_forecast_DLinear_H336_Weather_192_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
DLinear,Weather,336,336,0.2616085410118103,0.3126504421234131,long_term_forecast_DLinear_Weather_H336_seed2021_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Weather,336,336,0.26074278354644775,0.3105728328227997,long_term_forecast_DLinear_Weather_H336_seed2022_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
DLinear,Weather,336,336,0.26331856846809387,0.31391945481300354,long_term_forecast_DLinear_Weather_H336_seed2023_DLinear_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
Informer,Weather,336,336,0.6465574502944946,0.5733525156974792,long_term_forecast_Weather_336_336_Informer_custom_ftM_sl336_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0
PatchFusionBERT_BERTOnly,Weather,336,336,0.2466653287410736,0.2935958206653595,long_term_forecast_BERTOnly_H336_Weather_192_PatchFusionBERT_BERTOnly_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_Ablation_100_0
PatchFusionBERT_v0,Weather,336,336,0.2517067492008209,0.2838646173477173,long_term_forecast_PFB_v0_H336_Weather_192_PatchFusionBERT_v0_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchFusionBERT_v2,Weather,336,336,0.24456921219825745,0.2801981270313263,long_term_forecast_PFB_v2_H336_Weather_192_PatchFusionBERT_v2_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0
PatchTST,Weather,336,336,0.24788911640644073,0.2813984453678131,long_term_forecast_PatchTST_H336_Weather_192_PatchTST_custom_ftM_sl336_ll168_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
PatchTST,Weather,336,336,0.2471127063035965,0.2823806405067444,long_term_forecast_PatchTST_Weather_H336_seed2021_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Weather,336,336,0.24835386872291565,0.28306514024734497,long_term_forecast_PatchTST_Weather_H336_seed2022_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
PatchTST,Weather,336,336,0.24681450426578522,0.28264930844306946,long_term_forecast_PatchTST_Weather_H336_seed2023_PatchTST_custom_ftM_sl336_ll48_pl336_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0
TiDE,Weather,336,336,0.2659444510936737,0.2956544756889343,long_term_forecast_TiDE_H336_Weather_192_TiDE_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
TimeXer,Weather,336,336,0.2453448474407196,0.28109148144721985,long_term_forecast_TimeXer_H336_Weather_192_TimeXer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
iTransformer,Weather,336,336,0.25270867347717285,0.28671300411224365,long_term_forecast_iTransformer_H336_Weather_192_iTransformer_custom_ftM_sl336_ll168_pl336_dm128_nh8_el2_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_baseline_100_0
