Dataset,Horizon,Model,Corruption,Missing_Rate,Block_Size,Checkpoint_Folder,Seq_Len,Label_Len,D_Model,E_Layers,Batch_Size,MSE,MAE,RMSE,MAPE,MSPE,Clean_MSE,Clean_MAE,MSE_DegradationPct,MAE_DegradationPct
ETTm2,192,PFB-Projected,random,0.3,24,long_term_forecast_PFB-Projected_H192_ETTm2_192_PFB-Projected_ETTm2_ftM_sl336_ll96_pl192_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_PFB_100_0,336,96,128,3,32,0.4964833259582519,0.4942632913589477,0.7046157121658325,1.092197060585022,131.017822265625,0.2346964925527572,0.3001315593719482,111.54271227408645,64.68221215830728
Weather,96,DLinear,block,0.1,24,long_term_forecast_DLinear_Weather_H96_seed2021_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,512,2,32,0.1837580353021621,0.2493043690919876,0.4286700785160064,10.709315299987791,12136576.0,0.1742849797010421,0.233936533331871,5.435382680348876,6.569232920244751
Weather,96,PatchTST,block,0.1,24,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,128,3,32,0.1591907292604446,0.2158971726894378,0.3989871144294739,12.020380020141602,17192522.0,0.1526077091693878,0.2018697708845138,4.3136877729748,6.9487381609745045
Weather,96,PFB-Direct,block,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.157558262348175,0.2117999941110611,0.3969360888004303,11.531088829040527,14456644.0,0.1497796028852462,0.1972322165966034,5.193403716585113,7.386104443704042
Weather,96,PFB-Projected,block,0.1,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1578970998525619,0.2130771428346634,0.3973626792430877,11.970406532287598,16076835.0,0.1496377885341644,0.1979545056819915,5.519535806633348,7.639450842794153
Weather,96,DLinear,block,0.2,24,long_term_forecast_DLinear_Weather_H96_seed2021_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,512,2,32,0.1931340098381042,0.2629597783088684,0.4394701421260834,10.249773979187012,11483783.0,0.1742849797010421,0.233936533331871,10.815062875409335,12.406461087385592
Weather,96,PatchTST,block,0.2,24,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,128,3,32,0.1637318432331085,0.2224899679422378,0.4046379029750824,11.77609634399414,16156767.0,0.1526077091693878,0.2018697708845138,7.289365736676781,10.214603686017188
Weather,96,PFB-Direct,block,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Direct_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.1627827137708664,0.2206719517707824,0.4034633934497833,11.749327659606934,14870562.0,0.1497796028852462,0.1972322165966034,8.681496435521028,11.884333897701913
Weather,96,PFB-Projected,block,0.2,24,long_term_forecast_CapMatch_MS2021_Weather_96_PFB-Projected_custom_ftM_sl336_ll96_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc3_ebtimeF_dtTrue_capmatch_0,336,96,128,3,32,0.162798210978508,0.2215049862861633,0.4034826159477234,11.874433517456056,15468174.0,0.1496377885341644,0.1979545056819915,8.794852271783531,11.896915669100764
Weather,96,DLinear,block,0.3,24,long_term_forecast_DLinear_Weather_H96_seed2021_DLinear_custom_ftM_sl336_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,512,2,32,0.2115941047668457,0.2869004309177398,0.4599936008453369,9.342058181762695,9700114.0,0.1742849797010421,0.233936533331871,21.406965264477424,22.640284880486053
Weather,96,PatchTST,block,0.3,24,long_term_forecast_PatchTST_Weather_H96_seed2021_PatchTST_custom_ftM_sl336_ll48_pl96_dm128_nh8_el3_dl1_df512_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,336,48,128,3,32,0.1753808706998825,0.2398036122322082,0.4187850058078766,11.011988639831545,13445720.0,0.1526077091693878,0.2018697708845138,14.922680940854383,18.791244068630608
