dataset,horizon,model,step,per_step_mse,n_seeds
ETTm2,192,PatchFusionBERT_v0,65,0.20533251762390137,5
ETTm2,192,PatchFusionBERT_v0,66,0.2057587206363678,5
ETTm2,192,PatchFusionBERT_v0,67,0.20771388709545135,5
ETTm2,192,PatchFusionBERT_v0,68,0.20984740555286407,5
ETTm2,192,PatchFusionBERT_v0,69,0.20997634530067444,5
ETTm2,192,PatchFusionBERT_v0,70,0.2110944241285324,5
ETTm2,192,PatchFusionBERT_v0,71,0.21241772174835205,5
ETTm2,192,PatchFusionBERT_v0,72,0.21335665881633759,5
ETTm2,192,PatchFusionBERT_v0,73,0.2148257941007614,5
ETTm2,192,PatchFusionBERT_v0,74,0.21592536568641663,5
ETTm2,192,PatchFusionBERT_v0,75,0.21668188273906708,5
ETTm2,192,PatchFusionBERT_v0,76,0.21837738156318665,5
ETTm2,192,PatchFusionBERT_v0,77,0.21901893615722656,5
ETTm2,192,PatchFusionBERT_v0,78,0.2192041128873825,5
ETTm2,192,PatchFusionBERT_v0,79,0.22014498710632324,5
ETTm2,192,PatchFusionBERT_v0,80,0.22020146250724792,5
ETTm2,192,PatchFusionBERT_v0,81,0.22076590359210968,5
ETTm2,192,PatchFusionBERT_v0,82,0.22204232215881348,5
ETTm2,192,PatchFusionBERT_v0,83,0.2231292426586151,5
ETTm2,192,PatchFusionBERT_v0,84,0.22386185824871063,5
ETTm2,192,PatchFusionBERT_v0,85,0.2240772694349289,5
ETTm2,192,PatchFusionBERT_v0,86,0.22566065192222595,5
ETTm2,192,PatchFusionBERT_v0,87,0.22652240097522736,5
ETTm2,192,PatchFusionBERT_v0,88,0.22716565430164337,5
ETTm2,192,PatchFusionBERT_v0,89,0.2281045913696289,5
ETTm2,192,PatchFusionBERT_v0,90,0.22971872985363007,5
ETTm2,192,PatchFusionBERT_v0,91,0.22989650070667267,5
ETTm2,192,PatchFusionBERT_v0,92,0.23054766654968262,5
ETTm2,192,PatchFusionBERT_v0,93,0.23154422640800476,5
ETTm2,192,PatchFusionBERT_v0,94,0.23223309218883514,5
ETTm2,192,PatchFusionBERT_v0,95,0.2336421012878418,5
ETTm2,192,PatchFusionBERT_v0,96,0.23578843474388123,5
ETTm2,192,PatchFusionBERT_v0,97,0.23783867061138153,5
ETTm2,192,PatchFusionBERT_v0,98,0.23990127444267273,5
ETTm2,192,PatchFusionBERT_v0,99,0.2417891025543213,5
ETTm2,192,PatchFusionBERT_v0,100,0.24410228431224823,5
ETTm2,192,PatchFusionBERT_v0,101,0.24649401009082794,5
ETTm2,192,PatchFusionBERT_v0,102,0.24722997844219208,5
ETTm2,192,PatchFusionBERT_v0,103,0.2486964762210846,5
ETTm2,192,PatchFusionBERT_v0,104,0.25120827555656433,5
ETTm2,192,PatchFusionBERT_v0,105,0.2528807520866394,5
ETTm2,192,PatchFusionBERT_v0,106,0.2550275921821594,5
ETTm2,192,PatchFusionBERT_v0,107,0.2557230293750763,5
ETTm2,192,PatchFusionBERT_v0,108,0.2591150104999542,5
ETTm2,192,PatchFusionBERT_v0,109,0.25842931866645813,5
ETTm2,192,PatchFusionBERT_v0,110,0.2601429522037506,5
ETTm2,192,PatchFusionBERT_v0,111,0.26184600591659546,5
ETTm2,192,PatchFusionBERT_v0,112,0.2631279230117798,5
ETTm2,192,PatchFusionBERT_v0,113,0.26322880387306213,5
ETTm2,192,PatchFusionBERT_v0,114,0.2660028338432312,5
ETTm2,192,PatchFusionBERT_v0,115,0.265756756067276,5
ETTm2,192,PatchFusionBERT_v0,116,0.2665015459060669,5
ETTm2,192,PatchFusionBERT_v0,117,0.2687278687953949,5
ETTm2,192,PatchFusionBERT_v0,118,0.2703244090080261,5
ETTm2,192,PatchFusionBERT_v0,119,0.27091702818870544,5
ETTm2,192,PatchFusionBERT_v0,120,0.2708768844604492,5
ETTm2,192,PatchFusionBERT_v0,121,0.27254530787467957,5
ETTm2,192,PatchFusionBERT_v0,122,0.2740698456764221,5
ETTm2,192,PatchFusionBERT_v0,123,0.2741091251373291,5
ETTm2,192,PatchFusionBERT_v0,124,0.27458974719047546,5
ETTm2,192,PatchFusionBERT_v0,125,0.27615389227867126,5
ETTm2,192,PatchFusionBERT_v0,126,0.27619239687919617,5
ETTm2,192,PatchFusionBERT_v0,127,0.27737170457839966,5
ETTm2,192,PatchFusionBERT_v0,128,0.2774732708930969,5
ETTm2,192,PatchFusionBERT_v0,129,0.27988049387931824,5
ETTm2,192,PatchFusionBERT_v0,130,0.2802695035934448,5
ETTm2,192,PatchFusionBERT_v0,131,0.2796332836151123,5
ETTm2,192,PatchFusionBERT_v0,132,0.28187185525894165,5
ETTm2,192,PatchFusionBERT_v0,133,0.2833607792854309,5
ETTm2,192,PatchFusionBERT_v0,134,0.2824253439903259,5
ETTm2,192,PatchFusionBERT_v0,135,0.2829943597316742,5
ETTm2,192,PatchFusionBERT_v0,136,0.28389427065849304,5
ETTm2,192,PatchFusionBERT_v0,137,0.2840566635131836,5
ETTm2,192,PatchFusionBERT_v0,138,0.28465360403060913,5
ETTm2,192,PatchFusionBERT_v0,139,0.2846991717815399,5
ETTm2,192,PatchFusionBERT_v0,140,0.28504782915115356,5
ETTm2,192,PatchFusionBERT_v0,141,0.285629004240036,5
ETTm2,192,PatchFusionBERT_v0,142,0.2858950197696686,5
ETTm2,192,PatchFusionBERT_v0,143,0.28718024492263794,5
ETTm2,192,PatchFusionBERT_v0,144,0.286854088306427,5
ETTm2,192,PatchFusionBERT_v0,145,0.28773075342178345,5
ETTm2,192,PatchFusionBERT_v0,146,0.2897077202796936,5
ETTm2,192,PatchFusionBERT_v0,147,0.2899887263774872,5
ETTm2,192,PatchFusionBERT_v0,148,0.2897803485393524,5
ETTm2,192,PatchFusionBERT_v0,149,0.291687935590744,5
ETTm2,192,PatchFusionBERT_v0,150,0.2925669848918915,5
ETTm2,192,PatchFusionBERT_v0,151,0.2923038601875305,5
ETTm2,192,PatchFusionBERT_v0,152,0.2940170168876648,5
ETTm2,192,PatchFusionBERT_v0,153,0.29461485147476196,5
ETTm2,192,PatchFusionBERT_v0,154,0.2961561381816864,5
ETTm2,192,PatchFusionBERT_v0,155,0.2951965928077698,5
ETTm2,192,PatchFusionBERT_v0,156,0.2965030074119568,5
ETTm2,192,PatchFusionBERT_v0,157,0.29652783274650574,5
ETTm2,192,PatchFusionBERT_v0,158,0.29784584045410156,5
ETTm2,192,PatchFusionBERT_v0,159,0.2983476221561432,5
ETTm2,192,PatchFusionBERT_v0,160,0.29911166429519653,5
ETTm2,192,PatchFusionBERT_v0,161,0.2999562621116638,5
ETTm2,192,PatchFusionBERT_v0,162,0.3003217875957489,5
ETTm2,192,PatchFusionBERT_v0,163,0.30011358857154846,5
ETTm2,192,PatchFusionBERT_v0,164,0.3007725179195404,5
ETTm2,192,PatchFusionBERT_v0,165,0.30208927392959595,5
ETTm2,192,PatchFusionBERT_v0,166,0.30010735988616943,5
ETTm2,192,PatchFusionBERT_v0,167,0.30142420530319214,5
ETTm2,192,PatchFusionBERT_v0,168,0.3013473153114319,5
ETTm2,192,PatchFusionBERT_v0,169,0.302378386259079,5
ETTm2,192,PatchFusionBERT_v0,170,0.3018813133239746,5
ETTm2,192,PatchFusionBERT_v0,171,0.3033987283706665,5
ETTm2,192,PatchFusionBERT_v0,172,0.30265361070632935,5
ETTm2,192,PatchFusionBERT_v0,173,0.3023759126663208,5
ETTm2,192,PatchFusionBERT_v0,174,0.30349570512771606,5
ETTm2,192,PatchFusionBERT_v0,175,0.3037484884262085,5
ETTm2,192,PatchFusionBERT_v0,176,0.3044002652168274,5
ETTm2,192,PatchFusionBERT_v0,177,0.3044494688510895,5
ETTm2,192,PatchFusionBERT_v0,178,0.30595922470092773,5
ETTm2,192,PatchFusionBERT_v0,179,0.3049616813659668,5
ETTm2,192,PatchFusionBERT_v0,180,0.30570659041404724,5
ETTm2,192,PatchFusionBERT_v0,181,0.3065335750579834,5
ETTm2,192,PatchFusionBERT_v0,182,0.30748918652534485,5
ETTm2,192,PatchFusionBERT_v0,183,0.30685514211654663,5
ETTm2,192,PatchFusionBERT_v0,184,0.30742713809013367,5
ETTm2,192,PatchFusionBERT_v0,185,0.30794399976730347,5
ETTm2,192,PatchFusionBERT_v0,186,0.30671459436416626,5
ETTm2,192,PatchFusionBERT_v0,187,0.30870646238327026,5
ETTm2,192,PatchFusionBERT_v0,188,0.30889105796813965,5
ETTm2,192,PatchFusionBERT_v0,189,0.3089526295661926,5
ETTm2,192,PatchFusionBERT_v0,190,0.3099920153617859,5
ETTm2,192,PatchFusionBERT_v0,191,0.3094705045223236,5
ETTm2,192,PatchFusionBERT_v0,192,0.3109179139137268,5
